id_consulta,tipo_tarefa,pergunta,resposta,arquitetura,tempo_resposta_seg,ferramenta_esperada,ferramenta_usada,erro,timestamp_inicio,timestamp_fim,referencia_tipo,referencia_url_esperada,referencia_codigo_linha,referencia_letreiro,referencia_sentido_descricao,referencia_erro,referencia_observacao,referencia_timestamp_inicio,referencia_timestamp_fim,referencia_linha_resolvida,referencia_horarios_esperados,referencia_rota_tempo_total_min,referencia_rota_distancia_total_km,referencia_rota_qtd_baldeacoes,referencia_rota_linhas_utilizadas,referencia_rota_pontos_embarque,referencia_rota_pontos_desembarque,referencia_faq_pergunta,referencia_faq_resposta,referencia_faq_texto,referencia_faq_categoria,referencia_faq_similaridade_pergunta,referencia_faq_score,pef,acuracia,completude,delta_temporal_status_seg,delta_temporal_horarios_seg,delta_temporal_rotas_seg,atualidade,qoi
R011,rota,Como ir de ônibus do Terminal Capelinha até o Hospital Campo Limpo?,"Para ir de ônibus do Terminal Capelinha até o Hospital Campo Limpo, siga estas instruções:

1. **Caminhada até o Terminal Capelinha**:
   - Distância: 0.3 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **6451-10 - Terminal Capelinha / Terminal Bandeira via Marginal Pinheiros**
   - Direção: Terminal Bandeira
   - Ponto de partida: Terminal Capelinha
   - Ponto de chegada: Hospital Campo Limpo
   - Horário de saída: 8:52 AM
   - Horário de chegada: 8:57 AM
   - Distância: 1.8 km
   - Duração: 6 minutos

3. **Caminhada até o Hospital Campo Limpo**:
   - Endereço: Estr. de Itapecerica, 1661 - Vila Maracana
   - Distância: 0.1 km
   - Duração: 2 minutos

A duração total da viagem será de aproximadamente 10 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.0395,consultar_rota,consultar_rota,,2026-06-30T08:49:13.552453,2026-06-30T08:49:24.592847,rota,,,,,,,2026-06-30T08:49:12.917376,2026-06-30T08:49:13.552453,,,10,2.27,0,6451-10,Terminal Capelinha,Hospital Campo Limpo,,,,,,,1,1.0,1.0,,,11.0404,1.0,1.000000
R012,rota,Qual rota de ônibus faço do Terminal Grajaú até o Terminal Varginha?,"Para ir de ônibus do Terminal Grajaú até o Terminal Varginha, siga estas instruções:

1. **Caminhada até o Terminal Grajaú**:
   - Distância: 51 m
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **6099-10 - Terminal Grajaú / Divisa de Embu-Guaçu**
   - Direção: Divisa de Embu-Guaçu
   - Ponto de partida: Terminal Grajaú
   - Ponto de chegada: Av. Sen. Teotônio Vilela, 7900
   - Horário de saída: 8:57 AM
   - Horário de chegada: 9:11 AM
   - Distância: 5.1 km
   - Duração: 15 minutos

3. **Caminhada até o Terminal Varginha**:
   - Endereço: Av. Paulo Guilguer Reimberg, 13 - Jardim Maria Fernandes
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 19 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,10.6541,consultar_rota,consultar_rota,,2026-06-30T08:49:25.387524,2026-06-30T08:49:36.042083,rota,,,,,,,2026-06-30T08:49:24.600608,2026-06-30T08:49:25.387524,,,19,5.33,0,6099-10,Terminal Grajau,"Av. Sen. Teotônio Vilela, 7900",,,,,,,1,1.0,1.0,,,10.6546,1.0,1.000000
R013,rota,Como chegar de ônibus do Terminal Parelheiros até o Terminal Santo Amaro?,"Para ir de ônibus do Terminal Parelheiros até o Terminal Santo Amaro, siga estas instruções:

1. **Caminhada até o ponto da Rua José Pedro de Borba, 945 - Parada Nacip Haydan**:
   - Distância: 0.1 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **6091-10 - Vargem Grande / Terminal Santo Amaro**
   - Direção: Terminal Santo Amaro
   - Ponto de partida: Rua José Pedro de Borba, 945 - Parada Nacip Haydan
   - Ponto de chegada: Terminal Santo Amaro
   - Horário de saída: 8:56 AM
   - Horário de chegada: 10:12 AM
   - Distância: 23.2 km
   - Duração: 1 hora e 16 minutos

3. **Caminhada até o Terminal Santo Amaro**:
   - Distância: 0.2 km
   - Duração: 4 minutos

A duração total da viagem será de aproximadamente 1 hora e 21 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.5021,consultar_rota,consultar_rota,,2026-06-30T08:49:36.714100,2026-06-30T08:49:48.215169,rota,,,,,,,2026-06-30T08:49:36.042083,2026-06-30T08:49:36.706083,,,81,23.57,0,6091-10,"Rua José Pedro de Borba, 945 - Parada Nacip Haydan",Terminal Santo Amaro,,,,,,,1,0.975,1.0,,,11.5091,1.0,0.991667
R014,rota,"Quero sair do Terminal João Dias e ir de ônibus até o MASP, na Avenida Paulista.","Para ir de ônibus do Terminal João Dias até o MASP na Avenida Paulista, siga estas instruções:

1. **Caminhada até o Terminal João Dias**:
   - Distância: 0.1 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **6451-10 - Terminal Capelinha / Terminal Bandeira via Marginal Pinheiros**
   - Direção: Terminal Bandeira
   - Ponto de partida: Terminal João Dias
   - Ponto de chegada: Getúlio Vargas B/C
   - Horário de saída: 8:55 AM
   - Horário de chegada: 9:36 AM
   - Distância: 14.2 km
   - Duração: 40 minutos

3. **Caminhada até o MASP**:
   - Endereço: Av. Paulista, 1578 - Bela Vista
   - Distância: 0.5 km
   - Duração: 9 minutos

A duração total da viagem será de aproximadamente 52 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,10.6622,consultar_rota,consultar_rota,,2026-06-30T08:49:49.190429,2026-06-30T08:49:59.854591,rota,,,,,,,2026-06-30T08:49:48.215169,2026-06-30T08:49:49.190429,,,52,14.73,0,6451-10,Terminal João Dias,Getúlio Vargas B/C,,,,,,,1,0.75,1.0,,,10.6642,1.0,0.916667
R015,rota,Como ir de ônibus do Terminal João Dias até o Shopping Jardim Sul?,"Para ir de ônibus do Terminal João Dias até o Shopping Jardim Sul, siga estas instruções:

1. **Caminhada até o Terminal João Dias**:
   - Distância: 0.1 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **647A-10 - Valo Velho / Pinheiros**
   - Direção: Pinheiros
   - Ponto de partida: Terminal João Dias
   - Ponto de chegada: Av. Giovanni Gronchi, 5819
   - Horário de saída: 8:55 AM
   - Horário de chegada: 9:01 AM
   - Distância: 1.8 km
   - Duração: 6 minutos

3. **Caminhada até o Shopping Jardim Sul**:
   - Endereço: R. Itacaiúna, 61 - Piso 1 - Vila Andrade
   - Distância: 34 m
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 9 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,10.6204,consultar_rota,consultar_rota,,2026-06-30T08:50:00.638508,2026-06-30T08:50:11.270459,rota,,,,,,,2026-06-30T08:49:59.857589,2026-06-30T08:50:00.638508,,,9,1.92,0,647A-10,Terminal João Dias,"Av. Giovanni Gronchi, 5819",,,,,,,1,1.0,1.0,,,10.632,1.0,1.000000
R016,rota,"Qual caminho de ônibus faço do Terminal Campo Limpo até o Largo da Batata, em Pinheiros?","Para ir de ônibus do Terminal Campo Limpo até o Largo da Batata em Pinheiros, siga estas instruções:

1. **Caminhada até o Terminal Campo Limpo**:
   - Distância: 66 m
   - Duração: 1 minuto

2. **Ônibus**:
   - Linha: **857A-10 - Terminal Campo Limpo / Santa Cruz**
   - Direção: Santa Cruz
   - Ponto de partida: Terminal Campo Limpo
   - Ponto de chegada: Rua Butantã, 123 - Parada São Manuel
   - Horário de saída: 9:00 AM
   - Horário de chegada: 9:44 AM
   - Distância: 11.3 km
   - Duração: 45 minutos

3. **Caminhada até o Largo da Batata**:
   - Endereço: Av. Brig. Faria Lima, S/N - Pinheiros
   - Distância: 0.5 km
   - Duração: 6 minutos

A duração total da viagem será de aproximadamente 53 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,11.437,consultar_rota,consultar_rota,,2026-06-30T08:50:11.940211,2026-06-30T08:50:23.372430,rota,,,,,,,2026-06-30T08:50:11.270459,2026-06-30T08:50:11.940211,,,53,11.82,0,857A-10,Terminal Campo Limpo,"Rua Butantã, 123 - Parada São Manuel",,,,,,,1,0.975,1.0,,,11.4322,1.0,0.991667
R017,rota,Como chegar de ônibus do Terminal Campo Limpo até o Shopping Eldorado?,"Para ir de ônibus do Terminal Campo Limpo até o Shopping Eldorado, siga estas instruções:

1. **Caminhada até o Terminal Campo Limpo**:
   - Distância: 63 m
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **8700-10 - Terminal Campo Limpo / Praça Ramos de Azevedo**
   - Direção: Praça Ramos de Azevedo
   - Ponto de partida: Terminal Campo Limpo
   - Ponto de chegada: Eldorado B/C
   - Horário de saída: 9:02 AM
   - Horário de chegada: 9:41 AM
   - Distância: 11.2 km
   - Duração: 40 minutos

3. **Caminhada até o Shopping Eldorado**:
   - Endereço: Av. Rebouças, 3970 - Pinheiros
   - Distância: 0.2 km
   - Duração: 3 minutos

A duração total da viagem será de aproximadamente 44 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.0015,consultar_rota,consultar_rota,,2026-06-30T08:50:24.307121,2026-06-30T08:50:36.316775,rota,,,,,,,2026-06-30T08:50:23.372430,2026-06-30T08:50:24.307121,,,44,11.46,0,8700-10,Terminal Campo Limpo,Eldorado B/C,,,,,,,1,1.0,1.0,,,12.0097,1.0,1.000000
R018,rota,"Quero ir de ônibus do Terminal Capão Redondo até a Avenida Brigadeiro Faria Lima, 3477.","Para ir de ônibus do Terminal Capão Redondo até a Avenida Brigadeiro Faria Lima, 3477, siga estas instruções:

1. **Caminhada até a Av. Carlos Caldeira Filho, 4301**:
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **6037-10 - Jardim Mitsutani / Terminal Capelinha via Av. Carlos Lacerda**
   - Direção: Terminal Capelinha
   - Ponto de partida: Av. Carlos Caldeira Filho, 4301
   - Ponto de chegada: Terminal Capelinha
   - Horário de saída: 9:05 AM
   - Horário de chegada: 9:08 AM
   - Distância: 0.8 km
   - Duração: 4 minutos

3. **Caminhada até o Terminal Capelinha**:
   - Distância: 52 m
   - Duração: 1 minuto

4. **Ônibus**:
   - Linha: **6451-10 - Terminal Capelinha / Terminal Bandeira via Marginal Pinheiros**
   - Direção: Terminal Bandeira
   - Ponto de partida: Terminal Capelinha
   - Ponto de chegada: Av. das Nações Unidas, 15425
   - Horário de saída: 9:18 AM
   - Horário de chegada: 9:38 AM
   - Distância: 7.2 km
   - Duração: 21 minutos

5. **Ônibus**:
   - Linha: **648P-10 - Terminal Capelinha / Terminal Pinheiros**
   - Direção: Terminal Pinheiros
   - Ponto de partida: Av. das Nações Unidas, 15425
   - Ponto de chegada: Av. Brg. Faria Lima, 3477 - Parada Juscelino Kubitschek
   - Horário de saída: 9:42 AM
   - Horário de chegada: 10:04 AM
   - Distância: 6.5 km
   - Duração: 22 minutos

6. **Caminhada até a Avenida Brigadeiro Faria Lima, 3477**:
   - Distância: 61 m
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 1 hora e 2 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.8993,consultar_rota,consultar_rota,,2026-06-30T08:50:37.386689,2026-06-30T08:50:51.291214,rota,,,,,,,2026-06-30T08:50:36.316775,2026-06-30T08:50:37.386689,,,62,14.8,2,6037-10|6451-10|648P-10,"Av. Carlos Caldeira Filho, 4301|Terminal Capelinha|Av. das Nações Unidas, 15425","Terminal Capelinha|Av. das Nações Unidas, 15425|Av. Brg. Faria Lima, 3477 - Parada Juscelino Kubitschek",,,,,,,1,1.0,1.0,,,13.9045,1.0,1.000000
R019,rota,Como ir de ônibus do Terminal Jardim Ângela até o Terminal Santo Amaro?,"Para ir de ônibus do Terminal Jardim Ângela até o Terminal Santo Amaro, siga estas instruções:

1. **Ônibus**:
   - Linha: **637A-10 - Terminal Jardim Ângela / Terminal Pinheiros**
   - Direção: Terminal Pinheiros
   - Ponto de partida: Terminal Jardim Ângela
   - Ponto de chegada: Av. Dr. Mário Vilas Boas Rodrigues, 175
   - Horário de saída: 8:56 AM
   - Horário de chegada: 9:20 AM
   - Distância: 8.5 km
   - Duração: 24 minutos

2. **Caminhada até o Terminal Santo Amaro**:
   - Endereço: Terminal Santo Amaro - Santo Amaro, São Paulo, SP, 04753-060
   - Distância: 1.0 km
   - Duração: 14 minutos

A duração total da viagem será de aproximadamente 38 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,14.9277,consultar_rota,consultar_rota,,2026-06-30T08:50:52.082640,2026-06-30T08:51:07.004787,rota,,,,,,,2026-06-30T08:50:51.303479,2026-06-30T08:50:52.082640,,,38,9.48,0,637A-10,Terminal Jardim Angela,"Av. Dr. Mário Vilas Boas Rodrigues, 175",,,,,,,1,0.95,1.0,,,14.9221,1.0,0.983333
R020,rota,Me diga uma rota de ônibus do Terminal Jardim Ângela até o Hospital Campo Limpo.,"Para ir de ônibus do Terminal Jardim Ângela até o Hospital Campo Limpo, siga estas instruções:

1. **Caminhada até Estr. do M’boi Mirim, 5119 - Parada 1**:
   - Distância: 0.1 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **563 - Embu-Guaçu (Vila Louro) / São Paulo (Metrô Capão Redondo)**
   - Direção: Metrô Capão Redondo
   - Ponto de partida: Estr. do M’boi Mirim, 5119 - Parada 1
   - Ponto de chegada: Av. Ellis Maas, 65
   - Horário de saída: 8:59 AM
   - Horário de chegada: 9:13 AM
   - Distância: 3.9 km
   - Duração: 13 minutos

3. **Ônibus**:
   - Linha: **6045-10 - Valo Velho / Santo Amaro via Capão**
   - Direção: Santo Amaro
   - Ponto de partida: Av. Ellis Maas, 65
   - Ponto de chegada: Estr. de Itapecerica, 1539
   - Horário de saída: 9:17 AM
   - Horário de chegada: 9:28 AM
   - Distância: 2.7 km
   - Duração: 11 minutos

4. **Caminhada até o Hospital Campo Limpo**:
   - Endereço: Estr. de Itapecerica, 1661 - Vila Maracana, São Paulo - SP, 05835-005
   - Distância: 48 m
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 31 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,14.2438,consultar_rota,consultar_rota,,2026-06-30T08:51:07.887214,2026-06-30T08:51:22.134421,rota,,,,,,,2026-06-30T08:51:07.004787,2026-06-30T08:51:07.887214,,,31,6.72,1,563|6045-10,"Estr. do M’boi Mirim, 5119 - Parada 1|Av. Ellis Maas, 65","Av. Ellis Maas, 65|Estr. de Itapecerica, 1539",,,,,,,1,0.975,1.0,,,14.2472,1.0,0.991667
R021,rota,Como chegar de ônibus do Terminal Cidade Tiradentes até o Hospital Santa Marcelina Itaquera?,"Para ir de ônibus do Terminal Cidade Tiradentes até o Hospital Santa Marcelina Itaquera, siga estas instruções:

1. **Ônibus**:
   - Linha: **3539-10 - Cidade Tiradentes / ↕ Bresser**
   - Direção: Bresser
   - Ponto de partida: Terminal Cidade Tiradentes
   - Ponto de chegada: Rua Harry Dannenberg, 491
   - Horário de saída: 9:02 AM
   - Horário de chegada: 9:39 AM
   - Distância: 12.9 km
   - Duração: 37 minutos

2. **Caminhada até o Hospital Santa Marcelina**:
   - Endereço: R. Santa Marcelina, 177 - Vila Carmosina, São Paulo - SP, 08270-070
   - Distância: 0.5 km
   - Duração: 8 minutos

A duração total da viagem será de aproximadamente 45 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,16.4656,consultar_rota,consultar_rota,,2026-06-30T08:51:22.912974,2026-06-30T08:51:39.377973,rota,,,,,,,2026-06-30T08:51:22.139330,2026-06-30T08:51:22.912050,,,45,13.35,0,3539-10,Terminal Cidade Tiradentes,"Rua Harry Dannenberg, 491",,,,,,,1,0.95,1.0,,,16.4659,1.0,0.983333
R022,rota,"Quero ir de ônibus do Terminal Itaquera até o MASP, na Avenida Paulista.","Para ir de ônibus do Terminal Itaquera até o MASP na Avenida Paulista, siga estas instruções:

1. **Caminhada até a Parada Metrô Itaquera**:
   - Endereço: Rua Dr. Luiz Aires, 3405
   - Distância: 0.2 km
   - Duração: 2 minutos

2. **Ônibus**:
   - Linha: **4310-10 - Estação de Transferência Itaquera / Terminal Parque Dom Pedro II**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Rua Dr. Luiz Aires, 3405 - Parada Metrô Itaquera
   - Ponto de chegada: Av. Alcântara Machado, 91
   - Horário de saída: 8:57 AM
   - Horário de chegada: 9:43 AM
   - Distância: 16.9 km
   - Duração: 46 minutos

3. **Ônibus**:
   - Linha: **5630-10 - Terminal Grajaú / ↕ Brás**
   - Direção: Terminal Grajaú
   - Ponto de partida: Av. Alcântara Machado, 91
   - Ponto de chegada: Av. Mercúrio, Oposto Nº 180
   - Horário de saída: 9:49 AM
   - Horário de chegada: 9:53 AM
   - Distância: 1.0 km
   - Duração: 3 minutos

4. **Ônibus**:
   - Linha: **6403-10 - Terminal João Dias / Terminal Parque Dom Pedro II**
   - Direção: Terminal João Dias
   - Ponto de partida: Av. Mercúrio, Oposto Nº 180
   - Ponto de chegada: Getúlio Vargas C/B 1
   - Horário de saída: 10:03 AM
   - Horário de chegada: 10:15 AM
   - Distância: 4.3 km
   - Duração: 12 minutos

5. **Caminhada até o MASP**:
   - Endereço: Av. Paulista, 1578 - Bela Vista, São Paulo - SP, 01310-200
   - Distância: 0.4 km
   - Duração: 7 minutos

A duração total da viagem será de aproximadamente 1 hora e 26 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,15.1125,consultar_rota,consultar_rota,,2026-06-30T08:51:40.160510,2026-06-30T08:51:55.264670,rota,,,,,,,2026-06-30T08:51:39.380972,2026-06-30T08:51:40.159489,,,86,22.71,2,4310-10|5630-10|6403-10,"Rua Dr. Luiz Aires, 3405 - Parada Metrô Itaquera|Av. Alcântara Machado, 91|Av. Mercúrio, Oposto Nº 180","Av. Alcântara Machado, 91|Av. Mercúrio, Oposto Nº 180|Getúlio Vargas C/B 1",,,,,,,1,0.7,1.0,,,15.1052,1.0,0.900000
R023,rota,Qual rota de ônibus faço do Terminal São Mateus até o Terminal Parque Dom Pedro II?,"Para ir de ônibus do Terminal São Mateus até o Terminal Parque Dom Pedro II, siga estas instruções:

1. **Ônibus**:
   - Linha: **4311-10 - Terminal São Mateus / Terminal Parque Dom Pedro II via Aricanduva-Radial Leste**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Terminal de São Mateus
   - Horário de saída: 8:54 AM
   - Horário de chegada: 9:55 AM
   - Distância: 24.3 km
   - Duração: 1 hora e 1 minuto

2. **Caminhada até o Terminal Parque Dom Pedro II**:
   - Endereço: Parque Dom Pedro II - Centro Histórico de São Paulo, São Paulo - SP, 01015
   - Distância: 0.3 km
   - Duração: 5 minutos

A duração total da viagem será de aproximadamente 1 hora e 6 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.6957,consultar_rota,consultar_rota,,2026-06-30T08:51:55.982198,2026-06-30T08:52:09.680310,rota,,,,,,,2026-06-30T08:51:55.276921,2026-06-30T08:51:55.982198,,,66,24.52,0,4311-10,Terminal de São Mateus,Terminal Parque Dom Pedro II,,,,,,,1,1.0,1.0,,,13.6981,1.0,1.000000
R024,rota,Como ir de ônibus do Terminal São Mateus até o Shopping Aricanduva?,"Para ir de ônibus do Terminal São Mateus até o Shopping Aricanduva, siga estas instruções:

1. **Ônibus**:
   - Linha: **4311-10 - Terminal São Mateus / Terminal Parque Dom Pedro II via Aricanduva-Radial Leste**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Terminal de São Mateus
   - Ponto de chegada: Av. Aricanduva, 6599
   - Horário de saída: 8:54 AM
   - Horário de chegada: 9:13 AM
   - Distância: 7.7 km
   - Duração: 19 minutos

2. **Caminhada até o Shopping Aricanduva**:
   - Endereço: Av. Aricanduva, 5555 - Aricanduva, São Paulo - SP, 03527-900
   - Distância: 1.3 km
   - Duração: 19 minutos

A duração total da viagem será de aproximadamente 38 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.4022,consultar_rota,consultar_rota,,2026-06-30T08:52:10.364437,2026-06-30T08:52:22.771219,rota,,,,,,,2026-06-30T08:52:09.681063,2026-06-30T08:52:10.364437,,,38,9.01,0,4311-10,Terminal de São Mateus,"Av. Aricanduva, 6599",,,,,,,1,0.975,1.0,,,12.4068,1.0,0.991667
R025,rota,Como chegar de ônibus do Terminal Guaianases até o Terminal Parque Dom Pedro II?,"Para ir de ônibus do Terminal Guaianases até o Terminal Parque Dom Pedro II, siga estas instruções:

1. **Caminhada até a Rua Benedito Leite de Ávila**:
   - Endereço: Rua Benedito Leite de Ávila, 450
   - Distância: 0.2 km
   - Duração: 3 minutos

2. **Ônibus**:
   - Linha: **407P-10 - Terminal Cidade Tiradentes / ↕ Tatuapé**
   - Direção: Tatuapé
   - Ponto de partida: Rua Benedito Leite de Ávila, 450
   - Ponto de chegada: Av. Conde de Frontin, 3025 - Parada Metrô Vila Matilde
   - Horário de saída: 9:14 AM
   - Horário de chegada: 9:46 AM
   - Distância: 13.9 km
   - Duração: 35 minutos

3. **Ônibus**:
   - Linha: **4310-10 - Estação de Transferência Itaquera / Terminal Parque Dom Pedro II**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Av. Conde de Frontin, 3025 - Parada Metrô Vila Matilde
   - Ponto de chegada: Parque Dom Pedro II, 766
   - Horário de saída: 9:50 AM
   - Horário de chegada: 10:22 AM
   - Distância: 12.0 km
   - Duração: 33 minutos

4. **Caminhada até o Terminal Parque Dom Pedro II**:
   - Endereço: Parque Dom Pedro II - Centro Histórico de São Paulo, São Paulo - SP, 01015
   - Distância: 0.1 km
   - Duração: 1 minuto

A duração total da viagem será de aproximadamente 1 hora e 13 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,14.2375,consultar_rota,consultar_rota,,2026-06-30T08:52:23.448595,2026-06-30T08:52:37.691555,rota,,,,,,,2026-06-30T08:52:22.774216,2026-06-30T08:52:23.448595,,,73,26.23,1,407P-10|4310-10,"Rua Benedito Leite de Ávila, 450|Av. Conde de Frontin, 3025 - Parada Metrô Vila Matilde","Av. Conde de Frontin, 3025 - Parada Metrô Vila Matilde|Parque Dom Pedro II, 766",,,,,,,1,0.95,1.0,,,14.243,1.0,0.983333
R026,rota,"Quero ir de ônibus da Avenida São Miguel, 5550, em Ermelino Matarazzo, até o Terminal Penha.","Para ir de ônibus da Avenida São Miguel, 5550, em Ermelino Matarazzo, até o Terminal Penha, siga estas instruções:

1. **Caminhada até a Av. Águia de Haia**:
   - Endereço: Av. Águia de Haia, 4366
   - Distância: 0.3 km
   - Duração: 4 minutos

2. **Ônibus**:
   - Linha: **1177-10 - Terminal A. e. Carvalho / Luz**
   - Direção: Luz
   - Ponto de partida: Av. Águia de Haia, 4366
   - Ponto de chegada: Rua Carlos Meira, 72
   - Horário de saída: 9:08 AM
   - Horário de chegada: 9:31 AM
   - Distância: 8.1 km
   - Duração: 23 minutos

3. **Caminhada até o Terminal Penha**:
   - Endereço: Av. Cangaíba, 130 - Cangaiba, São Paulo - SP, 03710-065
   - Distância: 0.4 km
   - Duração: 5 minutos

A duração total da viagem será de aproximadamente 32 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.9003,consultar_rota,consultar_rota,,2026-06-30T08:52:38.564557,2026-06-30T08:52:51.467589,rota,,,,,,,2026-06-30T08:52:37.697652,2026-06-30T08:52:38.564557,,,32,8.76,0,1177-10,"Av. Águia de Haia, 4366","Rua Carlos Meira, 72",,,,,,,1,0.95,1.0,,,12.903,1.0,0.983333
R027,rota,"Qual trajeto de ônibus faço do Largo do Rosário, na Penha, até o Terminal Parque Dom Pedro II?","Para ir de ônibus do Largo do Rosário, na Penha, até o Terminal Parque Dom Pedro II, siga estas instruções:

1. **Caminhada até a Rua Cap. Avelino Carneiro**:
   - Endereço: Rua Cap. Avelino Carneiro, 233 - Parada Avelino Carneiro
   - Distância: 0.3 km
   - Duração: 5 minutos

2. **Ônibus**:
   - Linha: **2666-10 - Jardim Camargo Velho / Terminal Parque Dom Pedro II**
   - Direção: Terminal Parque Dom Pedro II
   - Ponto de partida: Rua Cap. Avelino Carneiro, 233
   - Horário de saída: 9:10 AM
   - Horário de chegada: 9:43 AM
   - Distância: 9.8 km
   - Duração: 33 minutos

3. **Caminhada até o Terminal Parque Dom Pedro II**:
   - Endereço: Parque Dom Pedro II - Centro Histórico de São Paulo, São Paulo - SP, 01015
   - Distância: 0.2 km
   - Duração: 4 minutos

A duração total da viagem será de aproximadamente 42 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,13.8712,consultar_rota,consultar_rota,,2026-06-30T08:52:52.418669,2026-06-30T08:53:06.289789,rota,,,,,,,2026-06-30T08:52:51.471594,2026-06-30T08:52:52.418669,,,42,10.4,0,2666-10,"Rua Cap. Avelino Carneiro, 233 - Parada Avelino Carneiro",Terminal Parque Dom Pedro II,,,,,,,1,0.975,1.0,,,13.8711,1.0,0.991667
R028,rota,"Como ir de ônibus da Avenida Waldemar Carlos Pereira, 1700, na Vila Matilde, até o Terminal Aricanduva?","Para ir de ônibus da Avenida Waldemar Carlos Pereira, 1700, na Vila Matilde, até o Terminal Aricanduva, siga estas instruções:

1. **Ônibus**:
   - Linha: **403A-10 - CPTM José Bonifácio / Terminal Penha**
   - Direção: Terminal Penha
   - Ponto de partida: Av. Waldemar Carlos Pereira, 1693 (próximo ao seu local)
   - Ponto de chegada: Rua Guaiaúna, 149
   - Horário de saída: 9:07 AM
   - Horário de chegada: 9:31 AM
   - Distância: 7.1 km
   - Duração: 27 minutos

2. **Caminhada até o Terminal Aricanduva**:
   - Endereço: Largo do Rosário, 105 - Penha de França, São Paulo - SP, 03634-020
   - Distância: 0.4 km
   - Duração: 5 minutos

A duração total da viagem será de aproximadamente 29 minutos. Se precisar de mais informações ou ajuda, estou à disposição!",multiagente,12.2894,consultar_rota,consultar_rota,,2026-06-30T08:53:07.028477,2026-06-30T08:53:19.317293,rota,,,,,,,2026-06-30T08:53:06.293396,2026-06-30T08:53:07.028477,,,29,7.49,0,403A-10,"Av. Waldemar Carlos Pereira, 1693","Rua Guaiaúna, 149",,,,,,,1,0.95,1.0,,,12.2888,1.0,0.983333
